date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
21:03:39	592703/592703	--FM--	200	added ('OK')	text/html		file:///C:/My%20Web%20Sites%7F%7F%7F%7F%7F%7F%7F%7F%7F%7F%7F%7F%7F%7F%7F%7F/dfsaf/goalz-template.framer.website/index.html	C:/My%20Web%20Sites%7f%7f%7f%7f%7f%7f%7f%7f%7f%7f%7f%7f%7f%7f%7f%7f/dt/file/C_/My%20Web%20Sites________________/dfsaf/goalz-template.framer.website/index.html	(from )
21:03:40	261/261	--FM--	200	added ('OK')	image/png		file:///C:/My%20Web%20Sites%7F%7F%7F%7F%7F%7F%7F%7F%7F%7F%7F%7F%7F%7F%7F%7F/dfsaf/framerusercontent.com/images/FVXnx1MyypEnHWfcaBaxa82mVyE.png	C:/My%20Web%20Sites%7f%7f%7f%7f%7f%7f%7f%7f%7f%7f%7f%7f%7f%7f%7f%7f/dt/file/C_/My%20Web%20Sites________________/dfsaf/framerusercontent.com/images/FVXnx1MyypEnHWfcaBaxa82mVyE.png	(from )
21:03:40	256/256	--FM--	200	added ('OK')	image/png		file:///C:/My%20Web%20Sites%7F%7F%7F%7F%7F%7F%7F%7F%7F%7F%7F%7F%7F%7F%7F%7F/dfsaf/framerusercontent.com/images/eO5OYl1Qgu8NbRgrLcpWszV1I.png	C:/My%20Web%20Sites%7f%7f%7f%7f%7f%7f%7f%7f%7f%7f%7f%7f%7f%7f%7f%7f/dt/file/C_/My%20Web%20Sites________________/dfsaf/framerusercontent.com/images/eO5OYl1Qgu8NbRgrLcpWszV1I.png	(from )
21:03:40	789/789	--FM--	200	added ('OK')	image/png		file:///C:/My%20Web%20Sites%7F%7F%7F%7F%7F%7F%7F%7F%7F%7F%7F%7F%7F%7F%7F%7F/dfsaf/framerusercontent.com/images/LY822SzND38Nbdb1kwazvsDJuuc.png	C:/My%20Web%20Sites%7f%7f%7f%7f%7f%7f%7f%7f%7f%7f%7f%7f%7f%7f%7f%7f/dt/file/C_/My%20Web%20Sites________________/dfsaf/framerusercontent.com/images/LY822SzND38Nbdb1kwazvsDJuuc.png	(from )
21:03:40	527529/527529	--FM--	200	added ('OK')	text/html		file:///C:/My%20Web%20Sites%7F%7F%7F%7F%7F%7F%7F%7F%7F%7F%7F%7F%7F%7F%7F%7F/dfsaf/goalz-template.framer.website/about-us.html	C:/My%20Web%20Sites%7f%7f%7f%7f%7f%7f%7f%7f%7f%7f%7f%7f%7f%7f%7f%7f/dt/file/C_/My%20Web%20Sites________________/dfsaf/goalz-template.framer.website/about-us.html	(from )
21:03:40	394490/394490	--FM--	200	added ('OK')	text/html		file:///C:/My%20Web%20Sites%7F%7F%7F%7F%7F%7F%7F%7F%7F%7F%7F%7F%7F%7F%7F%7F/dfsaf/goalz-template.framer.website/programs.html	C:/My%20Web%20Sites%7f%7f%7f%7f%7f%7f%7f%7f%7f%7f%7f%7f%7f%7f%7f%7f/dt/file/C_/My%20Web%20Sites________________/dfsaf/goalz-template.framer.website/programs.html	(from )
21:03:40	364935/364935	--FM--	200	added ('OK')	text/html		file:///C:/My%20Web%20Sites%7F%7F%7F%7F%7F%7F%7F%7F%7F%7F%7F%7F%7F%7F%7F%7F/dfsaf/goalz-template.framer.website/team.html	C:/My%20Web%20Sites%7f%7f%7f%7f%7f%7f%7f%7f%7f%7f%7f%7f%7f%7f%7f%7f/dt/file/C_/My%20Web%20Sites________________/dfsaf/goalz-template.framer.website/team.html	(from )
21:03:40	429808/429808	--FM--	200	added ('OK')	text/html		file:///C:/My%20Web%20Sites%7F%7F%7F%7F%7F%7F%7F%7F%7F%7F%7F%7F%7F%7F%7F%7F/dfsaf/goalz-template.framer.website/contact-us.html	C:/My%20Web%20Sites%7f%7f%7f%7f%7f%7f%7f%7f%7f%7f%7f%7f%7f%7f%7f%7f/dt/file/C_/My%20Web%20Sites________________/dfsaf/goalz-template.framer.website/contact-us.html	(from )
21:03:40	337085/337085	--FM--	200	added ('OK')	text/html		file:///C:/My%20Web%20Sites%7F%7F%7F%7F%7F%7F%7F%7F%7F%7F%7F%7F%7F%7F%7F%7F/dfsaf/goalz-template.framer.website/register.html	C:/My%20Web%20Sites%7f%7f%7f%7f%7f%7f%7f%7f%7f%7f%7f%7f%7f%7f%7f%7f/dt/file/C_/My%20Web%20Sites________________/dfsaf/goalz-template.framer.website/register.html	(from )
21:03:40	403935/403935	--FM--	200	added ('OK')	text/html		file:///C:/My%20Web%20Sites%7F%7F%7F%7F%7F%7F%7F%7F%7F%7F%7F%7F%7F%7F%7F%7F/dfsaf/goalz-template.framer.website/programs/goalkeeper-academy.html	C:/My%20Web%20Sites%7f%7f%7f%7f%7f%7f%7f%7f%7f%7f%7f%7f%7f%7f%7f%7f/dt/file/C_/My%20Web%20Sites________________/dfsaf/goalz-template.framer.website/programs/goalkeeper-academy.html	(from )
